"away_score","home_score","away_team","home_team","year","team","game_date"
"27","20","Packers","Eagles",2010,"eagles","09-12-2010"
"35","32","Eagles","Lions",2010,"eagles","09-19-2010"
"28","03","Eagles","Jaguars",2010,"eagles","09-26-2010"
"17","12","Redskins","Eagles",2010,"eagles","10-03-2010"
"27","24","Eagles","49ers",2010,"eagles","10-10-2010"
"17","31","Falcons","Eagles",2010,"eagles","10-17-2010"
"19","37","Eagles","Titans",2010,"eagles","10-24-2010"
"24","26","Colts","Eagles",2010,"eagles","11-07-2010"
"59","28","Eagles","Redskins",2010,"eagles","11-15-2010"
"17","27","Giants","Eagles",2010,"eagles","11-21-2010"
"26","31","Eagles","Bears",2010,"eagles","11-28-2010"
"24","34","Texans","Eagles",2010,"eagles","12-02-2010"
"30","27","Eagles","Cowboys",2010,"eagles","12-12-2010"
"38","31","Eagles","Giants",2010,"eagles","12-19-2010"
"24","14","Vikings","Eagles",2010,"eagles","12-28-2010"
"14","13","Cowboys","Eagles",2010,"eagles","01-02-2010"
"27","20","Packers","Eagles",2010,"eagles","09-12-2010"
"35","32","Eagles","Lions",2010,"eagles","09-19-2010"
"28","03","Eagles","Jaguars",2010,"eagles","09-26-2010"
"17","12","Redskins","Eagles",2010,"eagles","10-03-2010"
"27","24","Eagles","49ers",2010,"eagles","10-10-2010"
"17","31","Falcons","Eagles",2010,"eagles","10-17-2010"
"19","37","Eagles","Titans",2010,"eagles","10-24-2010"
"24","26","Colts","Eagles",2010,"eagles","11-07-2010"
"59","28","Eagles","Redskins",2010,"eagles","11-15-2010"
"17","27","Giants","Eagles",2010,"eagles","11-21-2010"
"26","31","Eagles","Bears",2010,"eagles","11-28-2010"
"24","34","Texans","Eagles",2010,"eagles","12-02-2010"
"30","27","Eagles","Cowboys",2010,"eagles","12-12-2010"
"38","31","Eagles","Giants",2010,"eagles","12-19-2010"
"24","14","Vikings","Eagles",2010,"eagles","12-28-2010"
"14","13","Cowboys","Eagles",2010,"eagles","01-02-2010"
"07","13","Cowboys","Redskins",2010,"redskins","09-12-2010"
"30","27","Texans","Redskins",2010,"redskins","09-19-2010"
"16","30","Redskins","Rams",2010,"redskins","09-26-2010"
"17","12","Redskins","Eagles",2010,"redskins","10-03-2010"
"13","16","Packers","Redskins",2010,"redskins","10-10-2010"
"27","24","Colts","Redskins",2010,"redskins","10-17-2010"
"17","14","Redskins","Bears",2010,"redskins","10-24-2010"
"25","37","Redskins","Lions",2010,"redskins","10-31-2010"
"59","28","Eagles","Redskins",2010,"redskins","11-15-2010"
"19","16","Redskins","Titans",2010,"redskins","11-21-2010"
"17","13","Vikings","Redskins",2010,"redskins","11-28-2010"
"07","31","Redskins","Giants",2010,"redskins","12-05-2010"
"17","16","Buccaneers","Redskins",2010,"redskins","12-12-2010"
"30","33","Redskins","Cowboys",2010,"redskins","12-19-2010"
"20","17","Redskins","Jaguars",2010,"redskins","12-26-2010"
"17","14","Giants","Redskins",2010,"redskins","01-02-2010"
"18","31","Panthers","Giants",2010,"giants","09-12-2010"
"14","38","Giants","Colts",2010,"giants","09-19-2010"
"29","10","Titans","Giants",2010,"giants","09-26-2010"
"03","17","Bears","Giants",2010,"giants","10-03-2010"
"34","10","Giants","Texans",2010,"giants","10-10-2010"
"20","28","Lions","Giants",2010,"giants","10-17-2010"
"41","35","Giants","Cowboys",2010,"giants","10-25-2010"
"41","07","Giants","Seahawks",2010,"giants","11-07-2010"
"33","20","Cowboys","Giants",2010,"giants","11-14-2010"
"17","27","Giants","Eagles",2010,"giants","11-21-2010"
"20","24","Jaguars","Giants",2010,"giants","11-28-2010"
"07","31","Redskins","Giants",2010,"giants","12-05-2010"
"21","03","Giants","Vikings",2010,"giants","12-13-2010"
"38","31","Eagles","Giants",2010,"giants","12-19-2010"
"17","45","Giants","Packers",2010,"giants","12-26-2010"
"17","14","Giants","Redskins",2010,"giants","01-02-2010"
"07","13","Cowboys","Redskins",2010,"cowboys","09-12-2010"
"27","20","Bears","Cowboys",2010,"cowboys","09-19-2010"
"27","13","Cowboys","Texans",2010,"cowboys","09-26-2010"
"34","27","Titans","Cowboys",2010,"cowboys","10-10-2010"
"21","24","Cowboys","Vikings",2010,"cowboys","10-17-2010"
"41","35","Giants","Cowboys",2010,"cowboys","10-25-2010"
"35","17","Jaguars","Cowboys",2010,"cowboys","10-31-2010"
"07","45","Cowboys","Packers",2010,"cowboys","11-07-2010"
"33","20","Cowboys","Giants",2010,"cowboys","11-14-2010"
"19","35","Lions","Cowboys",2010,"cowboys","11-21-2010"
"30","27","Saints","Cowboys",2010,"cowboys","11-25-2010"
"38","35","Cowboys","Colts",2010,"cowboys","12-05-2010"
"30","27","Eagles","Cowboys",2010,"cowboys","12-12-2010"
"30","33","Redskins","Cowboys",2010,"cowboys","12-19-2010"
"26","27","Cowboys","Cardinals",2010,"cowboys","12-25-2010"
"14","13","Cowboys","Eagles",2010,"cowboys","01-02-2010"
"24","38","Bengals","Patriots",2010,"patriots","09-12-2010"
"14","28","Patriots","Jets",2010,"patriots","09-19-2010"
"30","38","Bills","Patriots",2010,"patriots","09-26-2010"
"41","14","Patriots","Dolphins",2010,"patriots","10-04-2010"
"20","23","Ravens","Patriots",2010,"patriots","10-17-2010"
"23","20","Patriots","Chargers",2010,"patriots","10-24-2010"
"18","28","Vikings","Patriots",2010,"patriots","10-31-2010"
"14","34","Patriots","Browns",2010,"patriots","11-07-2010"
"39","26","Patriots","Steelers",2010,"patriots","11-14-2010"
"28","31","Colts","Patriots",2010,"patriots","11-21-2010"
"45","24","Patriots","Lions",2010,"patriots","11-25-2010"
"03","45","Jets","Patriots",2010,"patriots","12-06-2010"
"36","07","Patriots","Bears",2010,"patriots","12-12-2010"
"27","31","Packers","Patriots",2010,"patriots","12-19-2010"
"34","03","Patriots","Bills",2010,"patriots","12-26-2010"
"07","38","Dolphins","Patriots",2010,"patriots","01-02-2010"
"09","15","Falcons","Steelers",2010,"steelers","09-12-2010"
"19","11","Steelers","Titans",2010,"steelers","09-19-2010"
"38","13","Steelers","Buccaneers",2010,"steelers","09-26-2010"
"17","14","Ravens","Steelers",2010,"steelers","10-03-2010"
"10","28","Browns","Steelers",2010,"steelers","10-17-2010"
"23","22","Steelers","Dolphins",2010,"steelers","10-24-2010"
"10","20","Steelers","Saints",2010,"steelers","10-31-2010"
"27","21","Steelers","Bengals",2010,"steelers","11-08-2010"
"39","26","Patriots","Steelers",2010,"steelers","11-14-2010"
"03","35","Raiders","Steelers",2010,"steelers","11-21-2010"
"19","16","Steelers","Bills",2010,"steelers","11-28-2010"
"13","10","Steelers","Ravens",2010,"steelers","12-05-2010"
"07","23","Bengals","Steelers",2010,"steelers","12-12-2010"
"22","17","Jets","Steelers",2010,"steelers","12-19-2010"
"03","27","Panthers","Steelers",2010,"steelers","12-23-2010"
"41","09","Steelers","Browns",2010,"steelers","01-02-2010"
"14","21","Chargers","Chiefs",2010,"chiefs","09-13-2010"
"16","14","Chiefs","Browns",2010,"chiefs","09-19-2010"
"10","31","49ers","Chiefs",2010,"chiefs","09-26-2010"
"09","19","Chiefs","Colts",2010,"chiefs","10-10-2010"
"31","35","Chiefs","Texans",2010,"chiefs","10-17-2010"
"20","42","Jaguars","Chiefs",2010,"chiefs","10-24-2010"
"10","13","Bills","Chiefs",2010,"chiefs","10-31-2010"
"20","23","Chiefs","Raiders",2010,"chiefs","11-07-2010"
"29","49","Chiefs","Broncos",2010,"chiefs","11-14-2010"
"13","31","Cardinals","Chiefs",2010,"chiefs","11-21-2010"
"42","24","Chiefs","Seahawks",2010,"chiefs","11-28-2010"
"06","10","Broncos","Chiefs",2010,"chiefs","12-05-2010"
"00","31","Chiefs","Chargers",2010,"chiefs","12-12-2010"
"27","13","Chiefs","Rams",2010,"chiefs","12-19-2010"
"14","34","Titans","Chiefs",2010,"chiefs","12-26-2010"
"31","10","Raiders","Chiefs",2010,"chiefs","01-02-2010"
"13","38","Raiders","Titans",2010,"raiders","09-12-2010"
"14","16","Rams","Raiders",2010,"raiders","09-19-2010"
"23","24","Raiders","Cardinals",2010,"raiders","09-26-2010"
"31","24","Texans","Raiders",2010,"raiders","10-03-2010"
"27","35","Chargers","Raiders",2010,"raiders","10-10-2010"
"09","17","Raiders","49ers",2010,"raiders","10-17-2010"
"59","14","Raiders","Broncos",2010,"raiders","10-24-2010"
"03","33","Seahawks","Raiders",2010,"raiders","10-31-2010"
"20","23","Chiefs","Raiders",2010,"raiders","11-07-2010"
"03","35","Raiders","Steelers",2010,"raiders","11-21-2010"
"33","17","Dolphins","Raiders",2010,"raiders","11-28-2010"
"28","13","Raiders","Chargers",2010,"raiders","12-05-2010"
"31","38","Raiders","Jaguars",2010,"raiders","12-12-2010"
"23","39","Broncos","Raiders",2010,"raiders","12-19-2010"
"31","26","Colts","Raiders",2010,"raiders","12-26-2010"
"31","10","Raiders","Chiefs",2010,"raiders","01-02-2010"
"24","34","Colts","Texans",2010,"texans","09-12-2010"
"30","27","Texans","Redskins",2010,"texans","09-19-2010"
"27","13","Cowboys","Texans",2010,"texans","09-26-2010"
"31","24","Texans","Raiders",2010,"texans","10-03-2010"
"34","10","Giants","Texans",2010,"texans","10-10-2010"
"31","35","Chiefs","Texans",2010,"texans","10-17-2010"
"17","30","Texans","Colts",2010,"texans","11-01-2010"
"29","23","Chargers","Texans",2010,"texans","11-07-2010"
"24","31","Texans","Jaguars",2010,"texans","11-14-2010"
"27","30","Texans","Jets",2010,"texans","11-21-2010"
"00","20","Titans","Texans",2010,"texans","11-28-2010"
"24","34","Texans","Eagles",2010,"texans","12-02-2010"
"34","28","Ravens","Texans",2010,"texans","12-13-2010"
"17","31","Texans","Titans",2010,"texans","12-19-2010"
"23","24","Texans","Broncos",2010,"texans","12-26-2010"
"17","34","Jaguars","Texans",2010,"texans","01-02-2010"
"15","10","Dolphins","Bills",2010,"dolphins","09-12-2010"
"14","10","Dolphins","Vikings",2010,"dolphins","09-19-2010"
"31","23","Jets","Dolphins",2010,"dolphins","09-26-2010"
"41","14","Patriots","Dolphins",2010,"dolphins","10-04-2010"
"23","20","Dolphins","Packers",2010,"dolphins","10-17-2010"
"23","22","Steelers","Dolphins",2010,"dolphins","10-24-2010"
"22","14","Dolphins","Bengals",2010,"dolphins","10-31-2010"
"10","26","Dolphins","Ravens",2010,"dolphins","11-07-2010"
"17","29","Titans","Dolphins",2010,"dolphins","11-14-2010"
"16","00","Bears","Dolphins",2010,"dolphins","11-18-2010"
"33","17","Dolphins","Raiders",2010,"dolphins","11-28-2010"
"13","10","Browns","Dolphins",2010,"dolphins","12-05-2010"
"10","06","Dolphins","Jets",2010,"dolphins","12-12-2010"
"17","14","Bills","Dolphins",2010,"dolphins","12-19-2010"
"34","27","Lions","Dolphins",2010,"dolphins","12-26-2010"
"07","38","Dolphins","Patriots",2010,"dolphins","01-02-2010"
"10","09","Ravens","Jets",2010,"ravens","09-13-2010"
"10","15","Ravens","Bengals",2010,"ravens","09-19-2010"
"17","24","Browns","Ravens",2010,"ravens","09-26-2010"
"17","14","Ravens","Steelers",2010,"ravens","10-03-2010"
"17","31","Broncos","Ravens",2010,"ravens","10-10-2010"
"20","23","Ravens","Patriots",2010,"ravens","10-17-2010"
"34","37","Bills","Ravens",2010,"ravens","10-24-2010"
"10","26","Dolphins","Ravens",2010,"ravens","11-07-2010"
"21","26","Ravens","Falcons",2010,"ravens","11-11-2010"
"37","13","Ravens","Panthers",2010,"ravens","11-21-2010"
"10","17","Buccaneers","Ravens",2010,"ravens","11-28-2010"
"13","10","Steelers","Ravens",2010,"ravens","12-05-2010"
"34","28","Ravens","Texans",2010,"ravens","12-13-2010"
"24","30","Saints","Ravens",2010,"ravens","12-19-2010"
"20","10","Ravens","Browns",2010,"ravens","12-26-2010"
"07","13","Bengals","Ravens",2010,"ravens","01-02-2010"
"14","17","Browns","Buccaneers",2010,"browns","09-12-2010"
"16","14","Chiefs","Browns",2010,"browns","09-19-2010"
"17","24","Browns","Ravens",2010,"browns","09-26-2010"
"20","23","Bengals","Browns",2010,"browns","10-03-2010"
"20","10","Falcons","Browns",2010,"browns","10-10-2010"
"10","28","Browns","Steelers",2010,"browns","10-17-2010"
"30","17","Browns","Saints",2010,"browns","10-24-2010"
"14","34","Patriots","Browns",2010,"browns","11-07-2010"
"26","20","Jets","Browns",2010,"browns","11-14-2010"
"20","24","Browns","Jaguars",2010,"browns","11-21-2010"
"23","24","Panthers","Browns",2010,"browns","11-28-2010"
"13","10","Browns","Dolphins",2010,"browns","12-05-2010"
"06","13","Browns","Bills",2010,"browns","12-12-2010"
"17","19","Browns","Bengals",2010,"browns","12-19-2010"
"20","10","Ravens","Browns",2010,"browns","12-26-2010"
"41","09","Steelers","Browns",2010,"browns","01-02-2010"
"14","17","Browns","Buccaneers",2010,"buccaneers","09-12-2010"
"20","07","Buccaneers","Panthers",2010,"buccaneers","09-19-2010"
"38","13","Steelers","Buccaneers",2010,"buccaneers","09-26-2010"
"24","21","Buccaneers","Bengals",2010,"buccaneers","10-10-2010"
"31","06","Saints","Buccaneers",2010,"buccaneers","10-17-2010"
"17","18","Rams","Buccaneers",2010,"buccaneers","10-24-2010"
"38","35","Buccaneers","Cardinals",2010,"buccaneers","10-31-2010"
"21","27","Buccaneers","Falcons",2010,"buccaneers","11-07-2010"
"16","31","Panthers","Buccaneers",2010,"buccaneers","11-14-2010"
"21","00","Buccaneers","49ers",2010,"buccaneers","11-21-2010"
"10","17","Buccaneers","Ravens",2010,"buccaneers","11-28-2010"
"28","24","Falcons","Buccaneers",2010,"buccaneers","12-05-2010"
"17","16","Buccaneers","Redskins",2010,"buccaneers","12-12-2010"
"23","20","Lions","Buccaneers",2010,"buccaneers","12-19-2010"
"15","38","Seahawks","Buccaneers",2010,"buccaneers","12-26-2010"
"23","13","Buccaneers","Saints",2010,"buccaneers","01-02-2010"
"24","38","Bengals","Patriots",2010,"bengals","09-12-2010"
"10","15","Ravens","Bengals",2010,"bengals","09-19-2010"
"20","07","Bengals","Panthers",2010,"bengals","09-26-2010"
"20","23","Bengals","Browns",2010,"bengals","10-03-2010"
"24","21","Buccaneers","Bengals",2010,"bengals","10-10-2010"
"32","39","Bengals","Falcons",2010,"bengals","10-24-2010"
"22","14","Dolphins","Bengals",2010,"bengals","10-31-2010"
"27","21","Steelers","Bengals",2010,"bengals","11-08-2010"
"17","23","Bengals","Colts",2010,"bengals","11-14-2010"
"49","31","Bills","Bengals",2010,"bengals","11-21-2010"
"10","26","Bengals","Jets",2010,"bengals","11-25-2010"
"34","30","Saints","Bengals",2010,"bengals","12-05-2010"
"07","23","Bengals","Steelers",2010,"bengals","12-12-2010"
"17","19","Browns","Bengals",2010,"bengals","12-19-2010"
"20","34","Chargers","Bengals",2010,"bengals","12-26-2010"
"07","13","Bengals","Ravens",2010,"bengals","01-02-2010"
"06","31","49ers","Seahawks",2010,"49ers","09-12-2010"
"25","22","Saints","49ers",2010,"49ers","09-20-2010"
"10","31","49ers","Chiefs",2010,"49ers","09-26-2010"
"14","16","49ers","Falcons",2010,"49ers","10-03-2010"
"27","24","Eagles","49ers",2010,"49ers","10-10-2010"
"09","17","Raiders","49ers",2010,"49ers","10-17-2010"
"20","23","49ers","Panthers",2010,"49ers","10-24-2010"
"16","24","Broncos","49ers",2010,"49ers","10-31-2010"
"20","23","Rams","49ers",2010,"49ers","11-14-2010"
"21","00","Buccaneers","49ers",2010,"49ers","11-21-2010"
"27","06","49ers","Cardinals",2010,"49ers","11-29-2010"
"16","34","49ers","Packers",2010,"49ers","12-05-2010"
"21","40","Seahawks","49ers",2010,"49ers","12-12-2010"
"07","34","49ers","Chargers",2010,"49ers","12-16-2010"
"17","25","49ers","Rams",2010,"49ers","12-26-2010"
"07","38","Cardinals","49ers",2010,"49ers","01-02-2010"
"06","31","49ers","Seahawks",2010,"seahawks","09-12-2010"
"14","31","Seahawks","Broncos",2010,"seahawks","09-19-2010"
"20","27","Chargers","Seahawks",2010,"seahawks","09-26-2010"
"03","20","Seahawks","Rams",2010,"seahawks","10-03-2010"
"23","20","Seahawks","Bears",2010,"seahawks","10-17-2010"
"10","22","Cardinals","Seahawks",2010,"seahawks","10-24-2010"
"03","33","Seahawks","Raiders",2010,"seahawks","10-31-2010"
"41","07","Giants","Seahawks",2010,"seahawks","11-07-2010"
"36","18","Seahawks","Cardinals",2010,"seahawks","11-14-2010"
"19","34","Seahawks","Saints",2010,"seahawks","11-21-2010"
"42","24","Chiefs","Seahawks",2010,"seahawks","11-28-2010"
"14","31","Panthers","Seahawks",2010,"seahawks","12-05-2010"
"21","40","Seahawks","49ers",2010,"seahawks","12-12-2010"
"34","18","Falcons","Seahawks",2010,"seahawks","12-19-2010"
"15","38","Seahawks","Buccaneers",2010,"seahawks","12-26-2010"
"06","16","Rams","Seahawks",2010,"seahawks","01-02-2010"
"17","13","Cardinals","Rams",2010,"rams","09-12-2010"
"14","16","Rams","Raiders",2010,"rams","09-19-2010"
"16","30","Redskins","Rams",2010,"rams","09-26-2010"
"03","20","Seahawks","Rams",2010,"rams","10-03-2010"
"06","44","Rams","Lions",2010,"rams","10-10-2010"
"17","20","Chargers","Rams",2010,"rams","10-17-2010"
"17","18","Rams","Buccaneers",2010,"rams","10-24-2010"
"10","20","Panthers","Rams",2010,"rams","10-31-2010"
"20","23","Rams","49ers",2010,"rams","11-14-2010"
"34","17","Falcons","Rams",2010,"rams","11-21-2010"
"36","33","Rams","Broncos",2010,"rams","11-28-2010"
"19","06","Rams","Cardinals",2010,"rams","12-05-2010"
"13","31","Rams","Saints",2010,"rams","12-12-2010"
"27","13","Chiefs","Rams",2010,"rams","12-19-2010"
"17","25","49ers","Rams",2010,"rams","12-26-2010"
"06","16","Rams","Seahawks",2010,"rams","01-02-2010"
"14","21","Chargers","Chiefs",2010,"chargers","09-13-2010"
"13","38","Jaguars","Chargers",2010,"chargers","09-19-2010"
"20","27","Chargers","Seahawks",2010,"chargers","09-26-2010"
"10","41","Cardinals","Chargers",2010,"chargers","10-03-2010"
"27","35","Chargers","Raiders",2010,"chargers","10-10-2010"
"17","20","Chargers","Rams",2010,"chargers","10-17-2010"
"23","20","Patriots","Chargers",2010,"chargers","10-24-2010"
"25","33","Titans","Chargers",2010,"chargers","10-31-2010"
"29","23","Chargers","Texans",2010,"chargers","11-07-2010"
"14","35","Broncos","Chargers",2010,"chargers","11-22-2010"
"36","14","Chargers","Colts",2010,"chargers","11-28-2010"
"28","13","Raiders","Chargers",2010,"chargers","12-05-2010"
"00","31","Chiefs","Chargers",2010,"chargers","12-12-2010"
"07","34","49ers","Chargers",2010,"chargers","12-16-2010"
"20","34","Chargers","Bengals",2010,"chargers","12-26-2010"
"33","28","Chargers","Broncos",2010,"chargers","01-02-2010"
"14","19","Lions","Bears",2010,"lions","09-12-2010"
"35","32","Eagles","Lions",2010,"lions","09-19-2010"
"10","24","Lions","Vikings",2010,"lions","09-26-2010"
"26","28","Lions","Packers",2010,"lions","10-03-2010"
"06","44","Rams","Lions",2010,"lions","10-10-2010"
"20","28","Lions","Giants",2010,"lions","10-17-2010"
"25","37","Redskins","Lions",2010,"lions","10-31-2010"
"23","20","Jets","Lions",2010,"lions","11-07-2010"
"12","14","Lions","Bills",2010,"lions","11-14-2010"
"19","35","Lions","Cowboys",2010,"lions","11-21-2010"
"45","24","Patriots","Lions",2010,"lions","11-25-2010"
"24","20","Bears","Lions",2010,"lions","12-05-2010"
"03","07","Packers","Lions",2010,"lions","12-12-2010"
"23","20","Lions","Buccaneers",2010,"lions","12-19-2010"
"34","27","Lions","Dolphins",2010,"lions","12-26-2010"
"13","20","Vikings","Lions",2010,"lions","01-02-2010"
"15","10","Dolphins","Bills",2010,"bills","09-12-2010"
"07","34","Bills","Packers",2010,"bills","09-19-2010"
"30","38","Bills","Patriots",2010,"bills","09-26-2010"
"38","14","Jets","Bills",2010,"bills","10-03-2010"
"36","26","Jaguars","Bills",2010,"bills","10-10-2010"
"34","37","Bills","Ravens",2010,"bills","10-24-2010"
"10","13","Bills","Chiefs",2010,"bills","10-31-2010"
"22","19","Bears","Bills",2010,"bills","11-07-2010"
"12","14","Lions","Bills",2010,"bills","11-14-2010"
"49","31","Bills","Bengals",2010,"bills","11-21-2010"
"19","16","Steelers","Bills",2010,"bills","11-28-2010"
"14","38","Bills","Vikings",2010,"bills","12-05-2010"
"06","13","Browns","Bills",2010,"bills","12-12-2010"
"17","14","Bills","Dolphins",2010,"bills","12-19-2010"
"34","03","Patriots","Bills",2010,"bills","12-26-2010"
"07","38","Bills","Jets",2010,"bills","01-02-2010"
"10","09","Ravens","Jets",2010,"jets","09-13-2010"
"14","28","Patriots","Jets",2010,"jets","09-19-2010"
"31","23","Jets","Dolphins",2010,"jets","09-26-2010"
"38","14","Jets","Bills",2010,"jets","10-03-2010"
"20","29","Vikings","Jets",2010,"jets","10-11-2010"
"24","20","Jets","Broncos",2010,"jets","10-17-2010"
"09","00","Packers","Jets",2010,"jets","10-31-2010"
"23","20","Jets","Lions",2010,"jets","11-07-2010"
"26","20","Jets","Browns",2010,"jets","11-14-2010"
"27","30","Texans","Jets",2010,"jets","11-21-2010"
"10","26","Bengals","Jets",2010,"jets","11-25-2010"
"03","45","Jets","Patriots",2010,"jets","12-06-2010"
"10","06","Dolphins","Jets",2010,"jets","12-12-2010"
"22","17","Jets","Steelers",2010,"jets","12-19-2010"
"34","38","Jets","Bears",2010,"jets","12-26-2010"
"07","38","Bills","Jets",2010,"jets","01-02-2010"
"18","31","Panthers","Giants",2010,"panthers","09-12-2010"
"20","07","Buccaneers","Panthers",2010,"panthers","09-19-2010"
"20","07","Bengals","Panthers",2010,"panthers","09-26-2010"
"14","16","Panthers","Saints",2010,"panthers","10-03-2010"
"23","06","Bears","Panthers",2010,"panthers","10-10-2010"
"20","23","49ers","Panthers",2010,"panthers","10-24-2010"
"10","20","Panthers","Rams",2010,"panthers","10-31-2010"
"34","03","Saints","Panthers",2010,"panthers","11-07-2010"
"16","31","Panthers","Buccaneers",2010,"panthers","11-14-2010"
"37","13","Ravens","Panthers",2010,"panthers","11-21-2010"
"23","24","Panthers","Browns",2010,"panthers","11-28-2010"
"14","31","Panthers","Seahawks",2010,"panthers","12-05-2010"
"31","10","Falcons","Panthers",2010,"panthers","12-12-2010"
"12","19","Cardinals","Panthers",2010,"panthers","12-19-2010"
"03","27","Panthers","Steelers",2010,"panthers","12-23-2010"
"10","31","Panthers","Falcons",2010,"panthers","01-02-2010"
"17","24","Broncos","Jaguars",2010,"jaguars","09-12-2010"
"13","38","Jaguars","Chargers",2010,"jaguars","09-19-2010"
"28","03","Eagles","Jaguars",2010,"jaguars","09-26-2010"
"28","31","Colts","Jaguars",2010,"jaguars","10-03-2010"
"36","26","Jaguars","Bills",2010,"jaguars","10-10-2010"
"30","03","Titans","Jaguars",2010,"jaguars","10-18-2010"
"20","42","Jaguars","Chiefs",2010,"jaguars","10-24-2010"
"35","17","Jaguars","Cowboys",2010,"jaguars","10-31-2010"
"24","31","Texans","Jaguars",2010,"jaguars","11-14-2010"
"20","24","Browns","Jaguars",2010,"jaguars","11-21-2010"
"20","24","Jaguars","Giants",2010,"jaguars","11-28-2010"
"17","06","Jaguars","Titans",2010,"jaguars","12-05-2010"
"31","38","Raiders","Jaguars",2010,"jaguars","12-12-2010"
"24","34","Jaguars","Colts",2010,"jaguars","12-19-2010"
"20","17","Redskins","Jaguars",2010,"jaguars","12-26-2010"
"17","34","Jaguars","Texans",2010,"jaguars","01-02-2010"
"09","14","Vikings","Saints",2010,"vikings","09-09-2010"
"14","10","Dolphins","Vikings",2010,"vikings","09-19-2010"
"10","24","Lions","Vikings",2010,"vikings","09-26-2010"
"20","29","Vikings","Jets",2010,"vikings","10-11-2010"
"21","24","Cowboys","Vikings",2010,"vikings","10-17-2010"
"24","28","Vikings","Packers",2010,"vikings","10-24-2010"
"18","28","Vikings","Patriots",2010,"vikings","10-31-2010"
"24","27","Cardinals","Vikings",2010,"vikings","11-07-2010"
"13","27","Vikings","Bears",2010,"vikings","11-14-2010"
"31","03","Packers","Vikings",2010,"vikings","11-21-2010"
"17","13","Vikings","Redskins",2010,"vikings","11-28-2010"
"14","38","Bills","Vikings",2010,"vikings","12-05-2010"
"21","03","Giants","Vikings",2010,"vikings","12-13-2010"
"40","14","Bears","Vikings",2010,"vikings","12-20-2010"
"24","14","Vikings","Eagles",2010,"vikings","12-28-2010"
"13","20","Vikings","Lions",2010,"vikings","01-02-2010"
"27","20","Packers","Eagles",2010,"packers","09-12-2010"
"07","34","Bills","Packers",2010,"packers","09-19-2010"
"17","20","Packers","Bears",2010,"packers","09-27-2010"
"26","28","Lions","Packers",2010,"packers","10-03-2010"
"13","16","Packers","Redskins",2010,"packers","10-10-2010"
"23","20","Dolphins","Packers",2010,"packers","10-17-2010"
"24","28","Vikings","Packers",2010,"packers","10-24-2010"
"09","00","Packers","Jets",2010,"packers","10-31-2010"
"07","45","Cowboys","Packers",2010,"packers","11-07-2010"
"31","03","Packers","Vikings",2010,"packers","11-21-2010"
"17","20","Packers","Falcons",2010,"packers","11-28-2010"
"16","34","49ers","Packers",2010,"packers","12-05-2010"
"03","07","Packers","Lions",2010,"packers","12-12-2010"
"27","31","Packers","Patriots",2010,"packers","12-19-2010"
"17","45","Giants","Packers",2010,"packers","12-26-2010"
"03","10","Bears","Packers",2010,"packers","01-02-2010"
"09","14","Vikings","Saints",2010,"saints","09-09-2010"
"25","22","Saints","49ers",2010,"saints","09-20-2010"
"27","24","Falcons","Saints",2010,"saints","09-26-2010"
"14","16","Panthers","Saints",2010,"saints","10-03-2010"
"20","30","Saints","Cardinals",2010,"saints","10-10-2010"
"31","06","Saints","Buccaneers",2010,"saints","10-17-2010"
"30","17","Browns","Saints",2010,"saints","10-24-2010"
"10","20","Steelers","Saints",2010,"saints","10-31-2010"
"34","03","Saints","Panthers",2010,"saints","11-07-2010"
"19","34","Seahawks","Saints",2010,"saints","11-21-2010"
"30","27","Saints","Cowboys",2010,"saints","11-25-2010"
"34","30","Saints","Bengals",2010,"saints","12-05-2010"
"13","31","Rams","Saints",2010,"saints","12-12-2010"
"24","30","Saints","Ravens",2010,"saints","12-19-2010"
"17","14","Saints","Falcons",2010,"saints","12-27-2010"
"23","13","Buccaneers","Saints",2010,"saints","01-02-2010"
"09","15","Falcons","Steelers",2010,"falcons","09-12-2010"
"07","41","Cardinals","Falcons",2010,"falcons","09-19-2010"
"27","24","Falcons","Saints",2010,"falcons","09-26-2010"
"14","16","49ers","Falcons",2010,"falcons","10-03-2010"
"20","10","Falcons","Browns",2010,"falcons","10-10-2010"
"17","31","Falcons","Eagles",2010,"falcons","10-17-2010"
"32","39","Bengals","Falcons",2010,"falcons","10-24-2010"
"21","27","Buccaneers","Falcons",2010,"falcons","11-07-2010"
"21","26","Ravens","Falcons",2010,"falcons","11-11-2010"
"34","17","Falcons","Rams",2010,"falcons","11-21-2010"
"17","20","Packers","Falcons",2010,"falcons","11-28-2010"
"28","24","Falcons","Buccaneers",2010,"falcons","12-05-2010"
"31","10","Falcons","Panthers",2010,"falcons","12-12-2010"
"34","18","Falcons","Seahawks",2010,"falcons","12-19-2010"
"17","14","Saints","Falcons",2010,"falcons","12-27-2010"
"10","31","Panthers","Falcons",2010,"falcons","01-02-2010"
"17","13","Cardinals","Rams",2010,"cardinals","09-12-2010"
"07","41","Cardinals","Falcons",2010,"cardinals","09-19-2010"
"23","24","Raiders","Cardinals",2010,"cardinals","09-26-2010"
"10","41","Cardinals","Chargers",2010,"cardinals","10-03-2010"
"20","30","Saints","Cardinals",2010,"cardinals","10-10-2010"
"10","22","Cardinals","Seahawks",2010,"cardinals","10-24-2010"
"38","35","Buccaneers","Cardinals",2010,"cardinals","10-31-2010"
